product_position,promotion,seasonal,sales_volume,name,price,terms,section,season,material,origin,price_range,revenue
Aisle,No,Yes,862,Raised Text T-Shirt Limited Edition,64.99,T-shirts,Man,Summer,Linen,India,High,56021.38
End-cap,No,No,692,Ribbed Knit T-Shirt,95.0,T-shirts,Man,Summer,Linen Blend,Turkey,Premium,65740.0
Aisle,Yes,No,1351,Semi-Sheer Knit Shirt Limited Edition,16.95,T-shirts,Man,Autumn,Wool,Portugal,Low,22899.45
Aisle,No,Yes,894,Viscose Blend Knit T-Shirt,24.99,T-shirts,Man,Summer,Cotton,Cambodia,Low,22341.059999999998
Aisle,No,No,762,Striped Jacquard T-Shirt,69.95,T-shirts,Man,Spring,Linen,Bangladesh,High,53301.9
End-cap,Yes,Yes,1833,Abstract Print Knit T-Shirt,14.99,T-shirts,Woman,Summer,Linen,China,Low,27476.670000000002
End-cap,No,Yes,834,Structured Text T-Shirt,64.99,T-shirts,Woman,Summer,Linen,Vietnam,High,54201.659999999996
Aisle,No,No,794,Herringbone Textured Jacket,89.95,Shoes,Woman,Autumn,Cotton,Spain,Premium,71420.3
End-cap,Yes,Yes,1544,Oversized Cropped Jacket Limited Edition,19.99,T-shirts,Man,Winter,Polyester,Pakistan,Low,30864.559999999998
End-cap,Yes,Yes,1097,Leather Biker Jacket,71.0,Sweaters,Woman,Autumn,Wool Blend,Vietnam,High,77887.0
Aisle,No,No,767,Cropped Leather Jacket,79.99,Sweaters,Woman,Autumn,Wool,China,Premium,61352.329999999994
End-cap,No,No,900,Faux Leather Boxy Fit Jacket,25.99,T-shirts,Woman,Spring,Linen Blend,Portugal,Medium,23391.0
Front of Store,No,Yes,709,Faux Leather Jacket,79.0,T-shirts,Man,Autumn,Viscose,Morocco,Premium,56011.0
End-cap,No,No,815,Faux Suede Bomber Jacket,49.99,T-shirts,Man,Autumn,Polyester,Vietnam,Medium,40741.85
Aisle,No,No,935,Denim Bomber Jacket,53.95,T-shirts,Woman,Winter,Wool,India,High,50443.25
Aisle,Yes,Yes,1160,Bouclé Textured Jacket,41.99,T-shirts,Man,Spring,Viscose,Bangladesh,Medium,48708.4
Aisle,Yes,Yes,1534,Suit Jacket In 100% Linen,17.95,T-shirts,Woman,Spring,Cotton,Spain,Low,27535.3
Front of Store,No,No,970,Jacquard Denim Jacket,65.99,T-shirts,Woman,Winter,Cotton,India,High,64010.299999999996
Aisle,No,No,850,Padded Denim Jacket,25.95,T-shirts,Woman,Autumn,Denim,Morocco,Medium,22057.5
Aisle,Yes,No,1341,Leather Jacket,17.95,T-shirts,Man,Autumn,Cotton,Bangladesh,Low,24070.95
Front of Store,No,Yes,822,Lightweight Bomber Jacket,69.0,T-shirts,Woman,Spring,Polyester,Brazil,High,56718.0
End-cap,Yes,No,1722,Suit Jacket,18.99,T-shirts,Woman,Winter,Polyester,India,Low,32700.78
End-cap,Yes,Yes,1436,Faux Leather Bomber Jacket,23.0,T-shirts,Woman,Spring,Cotton,Vietnam,Low,33028.0
Aisle,No,No,946,Patch Bomber Jacket,29.99,T-shirts,Woman,Autumn,Wool Blend,Portugal,Medium,28370.539999999997
Aisle,Yes,Yes,1468,Stretch Pocket Overshirt,33.99,Jackets,Woman,Spring,Linen Blend,Bangladesh,Medium,49897.32
Aisle,No,Yes,710,Rib Collar Jacket,79.99,Jackets,Woman,Spring,Linen,India,Premium,56792.899999999994
Front of Store,No,No,773,Faux Leather Oversized Jacket Limited Edition,25.95,Jackets,Man,Autumn,Viscose,Bangladesh,Medium,20059.35
Aisle,No,Yes,778,Contrasting Patches Bomber Jacket,49.99,Jackets,Man,Spring,Viscose,Spain,Medium,38892.22
Aisle,Yes,Yes,1241,Patch Bomber Jacket,42.0,Jackets,Woman,Autumn,Cotton,Bangladesh,Medium,52122.0
Front of Store,No,No,970,Cropped Bomber Jacket Limited Edition,55.95,Jackets,Woman,Winter,Polyester,Morocco,High,54271.5
Front of Store,Yes,Yes,1484,Faux Leather Puffer Jacket,14.99,Jackets,Woman,Autumn,Wool Blend,Vietnam,Low,22245.16
Aisle,No,Yes,790,Regular Stretch Suit Jacket,35.99,Jackets,Woman,Autumn,Cotton,Turkey,Medium,28432.100000000002
End-cap,Yes,Yes,1446,Quilted Multipiece Sneakers Stone,24.99,Jeans,Man,Summer,Linen,Pakistan,Low,36135.54
Aisle,Yes,Yes,1620,Multipiece Sneakers Charcoal,42.99,Jackets,Woman,Winter,Wool Blend,Portugal,Medium,69643.8
Aisle,Yes,No,1223,Stretch Technical Padded Jacket,37.95,Sweaters,Man,Autumn,Viscose,Morocco,Medium,46412.850000000006
Aisle,Yes,Yes,1238,Braided Color Block Sweater Grey,68.99,Jackets,Man,Autumn,Wool Blend,Turkey,High,85409.62
Front of Store,Yes,Yes,1408,Technical Overshirt Navy,20.95,Jackets,Woman,Spring,Linen,Portugal,Low,29497.6
Aisle,No,Yes,996,Embroidered Gathered Waist Knit Sweater,31.95,Jeans,Woman,Winter,Wool,Portugal,Medium,31822.2
Aisle,No,No,638,Slim Faux Leather Boxy Fit Jacket Sky Blue,119.99,T-shirts,Woman,Spring,Linen,China,Premium,76553.62
Aisle,No,No,963,Faux Suede Patch Jacket Sand,19.99,Jackets,Woman,Autumn,Viscose,Turkey,Low,19250.37
End-cap,No,No,882,Multipiece Sneakers Burgundy,79.99,Shoes,Woman,Autumn,Polyester,Bangladesh,Premium,70551.18
End-cap,Yes,Yes,1442,Satin Foil Knit Crop Sweater,47.99,Jackets,Woman,Winter,Wool,Turkey,Medium,69201.58
Aisle,No,Yes,991,Oversized Text T-Shirt Sand,24.99,Jackets,Man,Summer,Cotton,Portugal,Low,24765.09
Front of Store,No,No,973,Cropped Faux Suede Patch Jacket Ecru,54.99,Sweaters,Woman,Winter,Polyester,China,High,53505.270000000004
Aisle,No,Yes,808,Slim Mixed Collar Jacket,45.95,Shoes,Man,Spring,Linen,India,Medium,37127.600000000006
End-cap,No,Yes,739,Structured Contrasting Patches Bomber Jacket Ecru,35.99,Shoes,Man,Autumn,Wool Blend,China,Medium,26596.61
Aisle,Yes,Yes,1484,Structured Multicolor Sneakers Sky Blue,17.99,Shoes,Woman,Spring,Linen,Portugal,Low,26697.159999999996
Front of Store,Yes,Yes,1371,Multicolor Sneakers White,19.99,Jackets,Woman,Spring,Linen,Morocco,Low,27406.289999999997
Aisle,No,No,768,Stretch Asymmetric Cropped Knit Sweater Beige,74.95,Jackets,Man,Summer,Wool,Brazil,High,57561.600000000006
Aisle,No,Yes,971,Linen Suede Strap Sandals Ecru,29.0,Shoes,Woman,Spring,Cotton,China,Medium,28159.0
Front of Store,No,No,948,Stretch Pocket Overshirt Taupe,15.95,Jackets,Woman,Spring,Linen,India,Low,15120.599999999999
Front of Store,Yes,No,1304,Slim Padded Bomber Jacket Beige,83.95,Jackets,Woman,Winter,Cotton,China,Premium,109470.8
End-cap,Yes,Yes,1377,Stretch Moc-Toe Suede Boots Ivory,15.99,Sweaters,Man,Spring,Polyester,Bangladesh,Low,22018.23
Aisle,Yes,Yes,1253,Pleated Quilted Structured Overshirt Taupe,87.99,Jackets,Man,Winter,Wool Blend,Bangladesh,Premium,110251.46999999999
Aisle,Yes,Yes,1330,Pleated 100% Feather Fill Puffer Jacket Taupe,52.95,Sweaters,Woman,Autumn,Wool Blend,Spain,High,70423.5
Front of Store,Yes,Yes,1258,Wool Blend Jacket Navy,53.99,Sweaters,Man,Autumn,Acrylic,Brazil,High,67919.42
End-cap,No,Yes,800,Oversized Knit Sweater With Rips Ivory,38.99,Jackets,Man,Winter,Wool,Turkey,Medium,31192.0
Aisle,Yes,No,1191,Retro High Top Sneakers Beige,21.99,Jackets,Man,Spring,Linen,Portugal,Low,26190.089999999997
Front of Store,No,Yes,947,Cropped Fleece Bomber Jacket Taupe,24.99,T-shirts,Woman,Winter,Wool,India,Low,23665.53
Aisle,Yes,No,1574,Knit Cropped Leather Jacket Taupe,42.99,Jackets,Woman,Winter,Wool Blend,China,Medium,67666.26000000001
End-cap,No,No,899,Relaxed Strap Sandals Khaki,29.95,T-shirts,Woman,Spring,Viscose,Morocco,Medium,26925.05
Aisle,Yes,Yes,1451,Double-Breasted Fine Knit Sweater Khaki,25.0,Jackets,Woman,Autumn,Wool Blend,India,Low,36275.0
Aisle,Yes,Yes,1370,Knit Faux Suede Patch Jacket,25.99,Jeans,Woman,Autumn,Polyester,Bangladesh,Medium,35606.299999999996
End-cap,No,No,689,Slim Pleated Wide Fit Jeans White,69.95,Sweaters,Woman,Autumn,Cotton,Turkey,High,48195.55
End-cap,No,Yes,871,Oversized Suede Jacket,35.99,Jackets,Man,Autumn,Polyester,Portugal,Medium,31347.29
Aisle,Yes,No,1510,Braided Color Block Sweater Charcoal,16.95,T-shirts,Woman,Autumn,Polyester,Brazil,Low,25594.5
End-cap,No,Yes,887,High-Waist Stretch Suit Jacket Sky Blue,66.0,Jackets,Woman,Winter,Wool Blend,Spain,High,58542.0
Front of Store,No,No,916,Satin Contrasting Patches Hooded Jacket Khaki,19.99,Jackets,Woman,Autumn,Satin,Portugal,Low,18310.84
Front of Store,No,Yes,926,Basic 100% Wool Sweater Khaki,48.0,Shoes,Woman,Winter,Wool,Bangladesh,Medium,44448.0
Front of Store,No,No,895,Textured Woven Leather Slides Burgundy,63.0,Sweaters,Woman,Winter,Wool,China,High,56385.0
Aisle,No,Yes,884,Knit Faux Shearling Lined Suede Boots Black,54.99,Jackets,Man,Winter,Wool Blend,Pakistan,High,48611.16
End-cap,No,Yes,986,Ribbed Fine Knit Crop Sweater,21.99,Sweaters,Man,Summer,Cotton,China,Low,21682.14
Aisle,Yes,No,1440,Structured Text T-Shirt White,33.0,Jackets,Man,Summer,Linen,Vietnam,Medium,47520.0
Front of Store,No,No,797,Cropped Printed Denim Overshirt Taupe,35.99,Jackets,Man,Spring,Linen Blend,Spain,Medium,28684.030000000002
Aisle,No,No,822,Ribbed Zippered Jacket Beige,15.99,T-shirts,Man,Spring,Linen Blend,India,Low,13143.78
End-cap,Yes,No,1444,Cropped Suede Fisherman Sandals Ivory,30.95,Jeans,Woman,Summer,Wool Blend,Bangladesh,Medium,44691.799999999996
End-cap,No,No,863,Oversized Suit Jacket In 100% Linen Burgundy,29.99,Jackets,Woman,Spring,Cotton,Portugal,Medium,25881.37
Aisle,No,Yes,886,Pocket Jacket Navy,29.95,T-shirts,Woman,Autumn,Polyester,Cambodia,Medium,26535.7
Front of Store,Yes,Yes,1592,Tailored 100% Linen Overshirt White,21.99,Jackets,Woman,Spring,Linen,Bangladesh,Low,35008.079999999994
Aisle,No,No,1068,Embroidered Heart Print T-Shirt Ivory,39.99,Jackets,Woman,Summer,Cotton,Bangladesh,Medium,42709.32
Front of Store,Yes,Yes,1582,Basic Slim Fit T-Shirt Stone,22.99,Shoes,Woman,Summer,Cotton,India,Low,36370.18
End-cap,Yes,Yes,1255,Ribbed Technical Overshirt Ecru,52.99,Jackets,Woman,Autumn,Polyester,China,High,66502.45
Aisle,No,No,791,Relaxed Patch Bomber Jacket,49.95,T-shirts,Woman,Spring,Wool Blend,Bangladesh,Medium,39510.450000000004
End-cap,No,Yes,820,Double-Breasted Padded Bomber Jacket Taupe,42.99,T-shirts,Woman,Winter,Polyester,Turkey,Medium,35251.8
Aisle,No,No,1201,Quilted Double Strap Suede Sandals Khaki,16.99,Jackets,Woman,Summer,Polyester,China,Low,20404.989999999998
Aisle,No,No,795,Ribbed Suede Jacket Stone,22.99,T-shirts,Man,Spring,Cotton,Turkey,Low,18277.05
Front of Store,No,No,763,Basic Knit Sweater Stone,25.99,Sweaters,Man,Autumn,Wool,Vietnam,Medium,19830.37
Front of Store,Yes,Yes,1422,Pleated Denim Bomber Jacket Sky Blue,22.95,Jackets,Woman,Autumn,Denim,Turkey,Low,32634.899999999998
Aisle,Yes,Yes,1458,Oversized Bomber Jacket Ecru,21.95,T-shirts,Woman,Autumn,Viscose,Turkey,Low,32003.1
End-cap,No,Yes,820,High-Waist Suede Fisherman Sandals Sand,54.95,T-shirts,Woman,Summer,Wool Blend,Morocco,High,45059.0
Aisle,Yes,No,1363,Structured Contrast Jacquard Jacket,60.99,Sweaters,Man,Autumn,Cotton,Spain,High,83129.37000000001
End-cap,Yes,Yes,1217,Knit Pearl Sweater Sand,36.99,Jackets,Man,Autumn,Wool Blend,India,Medium,45016.83
Aisle,Yes,Yes,1589,Cropped Faux Suede Patch Jacket Grey,16.99,Jackets,Man,Spring,Polyester,Brazil,Low,26997.109999999997
End-cap,No,Yes,826,Utility Cotton Blend Bomber Jacket Olive,49.99,T-shirts,Woman,Spring,Linen,India,Medium,41291.740000000005
Aisle,Yes,Yes,1713,Cropped Suede Retro Sneakers Brown,26.0,Jackets,Woman,Summer,Linen Blend,Bangladesh,Medium,44538.0
End-cap,No,Yes,718,Stretch Soft Jewel Sweater Taupe,69.99,Jackets,Man,Autumn,Wool,Bangladesh,High,50252.82
Aisle,No,No,833,Regular Metal Bead Knit Sweater Stone,59.99,Jeans,Woman,Autumn,Wool Blend,Bangladesh,High,49971.67
Front of Store,No,No,813,Longline Quilted Jacket Charcoal,127.99,Jackets,Woman,Summer,Linen Blend,China,Premium,104055.87
End-cap,No,No,774,High-Waist Jewel Knit Sweater Khaki,35.95,Shoes,Man,Autumn,Wool Blend,Spain,Medium,27825.300000000003
Aisle,No,Yes,963,Boxy Fit Denim Jacket,32.95,T-shirts,Man,Winter,Wool,Turkey,Medium,31730.850000000002
Aisle,No,No,894,Linen Multipiece Sneakers Charcoal,66.95,Jackets,Woman,Summer,Linen Blend,Morocco,High,59853.3
Front of Store,No,No,930,Pleated Leather Biker Jacket Olive,35.95,Shoes,Man,Autumn,Wool Blend,China,Medium,33433.5
Front of Store,No,No,860,Cropped Leather Biker Jacket Brown,55.99,Sweaters,Man,Winter,Wool Blend,India,High,48151.4
Front of Store,Yes,Yes,1435,Satin Cropped Bomber Jacket Limited Edition White,37.99,Sweaters,Man,Autumn,Satin,Brazil,Medium,54515.65
End-cap,No,No,786,Oversized Stretch Pocket Overshirt Grey,69.99,Jackets,Man,Autumn,Viscose,Morocco,High,55012.14
Front of Store,No,Yes,868,Textured Metal Bead Knit Sweater Sand,28.99,T-shirts,Woman,Winter,Wool,Bangladesh,Medium,25163.32
End-cap,No,No,936,Striped Textured Overshirt Navy,29.99,T-shirts,Woman,Spring,Cotton,Turkey,Medium,28070.64
Aisle,Yes,No,1386,Suede High-Tops Charcoal,16.99,T-shirts,Man,Autumn,Polyester,Turkey,Low,23548.14
End-cap,Yes,Yes,1515,High-Waist Knit Sweater With Rips Burgundy,16.99,Jackets,Woman,Autumn,Wool Blend,India,Low,25739.85
Front of Store,No,No,799,Regular Knit Sweater With Buttons Burgundy,107.0,Sweaters,Woman,Winter,Wool,Turkey,Premium,85493.0
Front of Store,No,No,965,Stretch Multicolor Sneakers Beige,21.95,Sweaters,Woman,Summer,Cotton,China,Low,21181.75
Aisle,Yes,Yes,1490,Plaid Overshirt Brown,25.95,Jackets,Woman,Spring,Cotton,Morocco,Medium,38665.5
Front of Store,Yes,No,1657,Gathered Waist Knit Sweater Black,14.99,Jackets,Woman,Summer,Wool,Bangladesh,Low,24838.43
End-cap,Yes,Yes,1613,Alpaca Blend Open Knit Sweater Stone,21.99,Sweaters,Man,Winter,Wool Blend,Morocco,Low,35469.869999999995
Aisle,Yes,No,1691,Quilted Pocket Jacket Sand,39.0,T-shirts,Woman,Summer,Cotton,India,Medium,65949.0
Aisle,Yes,Yes,1503,Embroidered Cashmere Blend Knit Sweater Stone,14.0,Jackets,Woman,Winter,Wool,India,Low,21042.0
End-cap,No,No,830,Utility Acid Wash Denim Jacket Grey,49.99,T-shirts,Woman,Spring,Linen,Morocco,Medium,41491.700000000004
Aisle,No,Yes,788,Cropped Ripped Denim Jacket Ivory,45.99,Jackets,Woman,Spring,Cotton,Bangladesh,Medium,36240.12
Aisle,Yes,Yes,1485,Knit Contrast Jacquard Jacket Sky Blue,17.99,Jackets,Woman,Autumn,Wool Blend,Spain,Low,26715.149999999998
Front of Store,Yes,Yes,1625,Pleated Cotton Overshirt Ecru,36.95,Sweaters,Woman,Winter,Wool,China,Medium,60043.75000000001
End-cap,No,No,829,Textured Mixed Collar Jacket Olive,66.95,Jackets,Woman,Winter,Polyester,Portugal,High,55501.55
Front of Store,Yes,No,1497,Cropped Faux Leather Jacket Burgundy,26.99,Sweaters,Woman,Summer,Wool Blend,Brazil,Medium,40404.03
Front of Store,No,No,1102,Relaxed Zipper Multipiece Sneakers Brown,21.99,Sweaters,Woman,Winter,Cotton,Turkey,Low,24232.98
Aisle,Yes,No,1359,Knit Geometric Jacquard Overshirt Beige,16.95,Jackets,Woman,Autumn,Acrylic,Argentina,Low,23035.05
End-cap,No,Yes,1072,Cropped Knit V-Neck Sweater Navy,25.95,Jeans,Woman,Winter,Wool Blend,Bangladesh,Medium,27818.399999999998
Aisle,Yes,Yes,1377,Ribbed Cropped Bomber Jacket Limited Edition Ivory,20.99,Jackets,Woman,Autumn,Cotton,Vietnam,Low,28903.23
End-cap,No,No,836,Cropped Cotton - Linen Blend Jacket Taupe,32.99,Sweaters,Man,Summer,Cotton,Morocco,Medium,27579.640000000003
End-cap,No,No,642,Zippered Jacket,119.95,Jackets,Woman,Autumn,Wool,China,Premium,77007.90000000001
Aisle,No,No,837,Pleated Semi-Sheer Knit Shirt Limited Edition Olive,16.95,T-shirts,Man,Winter,Acrylic,Bangladesh,Low,14187.15
Aisle,No,Yes,825,Linen Cropped Overshirt Beige,73.95,T-shirts,Woman,Summer,Linen,Bangladesh,High,61008.75
Aisle,No,Yes,912,Slim Hooded Denim Jacket Ivory,25.99,Jackets,Woman,Spring,Cotton,China,Medium,23702.879999999997
Front of Store,Yes,No,1605,Linen Suede Retro Sneakers Sky Blue,23.95,Jackets,Woman,Spring,Cotton,Vietnam,Low,38439.75
Front of Store,Yes,Yes,1417,Relaxed Plaid Overshirt Grey,41.99,T-shirts,Woman,Spring,Cotton,Turkey,Medium,59499.83
End-cap,No,No,939,Utility Faux Suede Bomber Jacket Navy,22.0,Jackets,Woman,Autumn,Viscose,China,Low,20658.0
Front of Store,Yes,No,1444,Pleated Faux Suede Bomber Jacket White,35.95,Jackets,Woman,Autumn,Wool Blend,Bangladesh,Medium,51911.8
Aisle,No,Yes,797,Stretch Stretch Pocket Overshirt Black,25.99,Shoes,Man,Autumn,Viscose,Portugal,Medium,20714.03
Front of Store,No,No,998,Structured Hooded Knit Cardigan Khaki,21.99,Shoes,Woman,Winter,Wool Blend,China,Low,21946.019999999997
Front of Store,Yes,Yes,1322,Cotton Overshirt Black,34.0,Shoes,Man,Spring,Linen,China,Medium,44948.0
End-cap,Yes,Yes,1286,Textured Denim Jacket Limited Edition Sky Blue,67.99,Jackets,Woman,Spring,Cotton,Bangladesh,High,87435.14
Front of Store,Yes,Yes,1325,Utility Puffer Jacket With Pouch Pocket Khaki,57.95,Sweaters,Woman,Autumn,Wool Blend,Bangladesh,High,76783.75
End-cap,Yes,No,1299,Textured Textured Pocket Jacket Beige,30.99,Jackets,Woman,Autumn,Wool,Bangladesh,Medium,40256.009999999995
End-cap,Yes,Yes,1312,Textured Denim Shirt Taupe,33.99,Sweaters,Man,Spring,Linen,Bangladesh,Medium,44594.880000000005
End-cap,No,No,996,Knit Sweater With Piping Khaki,19.99,T-shirts,Woman,Spring,Cotton,Vietnam,Low,19910.039999999997
Aisle,Yes,No,1574,Regular Faux Leather Boxy Fit Jacket Charcoal,13.99,Jackets,Woman,Autumn,Viscose,Bangladesh,Low,22020.260000000002
Aisle,Yes,Yes,1474,Oversized Washed Technical Jacket Taupe,13.99,Jackets,Man,Winter,Wool Blend,Turkey,Low,20621.260000000002
Aisle,No,No,921,Embroidered Cropped Bomber Jacket Limited Edition Charcoal,29.99,Shoes,Woman,Autumn,Viscose,Bangladesh,Medium,27620.789999999997
Aisle,No,Yes,963,Stretch Jewel Knit Sweater Ecru,25.95,Sweaters,Woman,Summer,Wool,Vietnam,Medium,24989.85
End-cap,No,No,778,Textured Suede Retro Sneakers Khaki,45.99,Jeans,Woman,Autumn,Viscose,India,Medium,35780.22
Front of Store,Yes,Yes,1414,Regular Cotton - Linen Blend Jacket White,43.95,T-shirts,Man,Summer,Linen,Turkey,Medium,62145.3
Front of Store,No,No,1110,Textured Embroidered Patch Jacket Burgundy,33.95,Jackets,Woman,Summer,Cotton,India,Medium,37684.5
End-cap,No,No,868,Utility Bomber Jacket Grey,45.99,Sweaters,Man,Spring,Viscose,Morocco,Medium,39919.32
Front of Store,Yes,No,1415,Ribbed Pocket Denim Overshirt Charcoal,57.99,Sweaters,Woman,Spring,Linen,China,High,82055.85
Aisle,No,Yes,873,Quilted Purl Knit Sweater,59.95,T-shirts,Woman,Autumn,Acrylic,Cambodia,High,52336.350000000006
Front of Store,No,Yes,790,Baggy Fit Jeans Limited Edition Grey,35.99,Jackets,Woman,Spring,Linen Blend,Argentina,Medium,28432.100000000002
End-cap,No,Yes,792,Knit V-Neck Sweater Stone,19.99,Jackets,Woman,Autumn,Wool Blend,Morocco,Low,15832.079999999998
Aisle,Yes,Yes,1367,Belted Suit Jacket Ecru,19.99,Shoes,Woman,Autumn,Wool,Argentina,Low,27326.329999999998
End-cap,Yes,No,1651,Textured Strap Sandals Sky Blue,23.95,Jackets,Woman,Summer,Linen,Morocco,Low,39541.45
Aisle,No,No,829,Baggy Belted Jeans Olive,39.0,Sweaters,Man,Winter,Polyester,Bangladesh,Medium,32331.0
Aisle,Yes,No,1448,Relaxed Retro Running Sneakers Burgundy,24.0,Jackets,Woman,Autumn,Polyester,Turkey,Low,34752.0
Aisle,Yes,Yes,1453,Slim Knit Sweater With Rips Sand,53.99,Jackets,Woman,Autumn,Wool,Bangladesh,High,78447.47
Aisle,No,No,953,Faux Shearling Lined Suede Boots Grey,15.95,Jeans,Woman,Autumn,Polyester,China,Low,15200.349999999999
Aisle,Yes,Yes,1218,Textured Oversized Knit Sweater Burgundy,60.99,T-shirts,Woman,Spring,Wool,Bangladesh,High,74285.82
End-cap,No,No,1028,Tailored Oversized Knit Sweater Sky Blue,31.95,Shoes,Man,Winter,Wool Blend,Brazil,Medium,32844.6
End-cap,Yes,Yes,1332,Basic Slim Fit T-Shirt Brown,68.99,Shoes,Man,Summer,Linen,Cambodia,High,91894.68
End-cap,Yes,No,1317,Textured Pocket Jacket Ivory,47.95,Shoes,Woman,Autumn,Denim,Bangladesh,Medium,63150.15
Aisle,No,No,923,Slim Abstract Print T-Shirt Sky Blue,29.95,Jackets,Woman,Spring,Cotton,Portugal,Medium,27643.85
End-cap,No,No,969,Structured Washed Technical Jacket Sand,35.99,Jackets,Woman,Autumn,Wool Blend,Bangladesh,Medium,34874.310000000005
Aisle,No,No,924,High-Waist Suede Retro Sneakers Ivory,35.99,Jackets,Man,Autumn,Cotton,India,Medium,33254.76
Aisle,Yes,Yes,1622,Double-Breasted Baggy Belted Jeans Khaki,73.99,Jackets,Woman,Winter,Denim,India,High,120011.78
Front of Store,No,No,712,Ribbed Tuxedo Jacket Ivory,22.99,Jackets,Man,Autumn,Wool,Vietnam,Low,16368.88
End-cap,Yes,No,1344,Pleated Cropped Bomber Jacket Limited Edition Taupe,34.99,Jackets,Man,Spring,Cotton,Turkey,Medium,47026.560000000005
Aisle,No,Yes,929,Pocket Puffer Jacket Beige,48.95,Jackets,Woman,Summer,Wool Blend,India,Medium,45474.55
Aisle,No,No,895,Linen Striped Jacquard T-Shirt Burgundy,49.99,Jackets,Woman,Spring,Cotton,Spain,Medium,44741.05
Front of Store,No,No,936,Quilted Striped Knit Sweater Khaki,53.99,Jackets,Woman,Winter,Wool Blend,Turkey,High,50534.64
Front of Store,No,No,892,Cropped Overshirt Navy,17.95,Jackets,Man,Summer,Cotton,Brazil,Low,16011.4
End-cap,Yes,No,1525,Satin Bomber Jacket Charcoal,27.95,Jackets,Woman,Winter,Wool,Portugal,Medium,42623.75
Aisle,Yes,Yes,1280,Pocket Puffer Jacket White,40.99,Sweaters,Man,Autumn,Wool,Vietnam,Medium,52467.200000000004
End-cap,Yes,Yes,1632,Tailored Contrast Sole Leather Sneakers Sky Blue,14.0,Jackets,Woman,Summer,Cotton,Portugal,Low,22848.0
End-cap,Yes,No,1459,High-Waist Jewel Knit Sweater Khaki,21.99,Jackets,Woman,Autumn,Acrylic,Morocco,Low,32083.409999999996
Aisle,Yes,Yes,1774,Satin Cropped Leather Jacket Sky Blue,17.99,Sweaters,Woman,Winter,Polyester,Cambodia,Low,31914.26
End-cap,No,Yes,761,Ribbed Contrast Sole Leather Sneakers Grey,69.99,Sweaters,Woman,Spring,Polyester,Bangladesh,High,53262.39
Front of Store,Yes,Yes,1593,Slim Mock Neck Wool And Silk Blend Knit Top Beige,65.0,Jackets,Woman,Winter,Wool Blend,Spain,High,103545.0
Aisle,No,Yes,844,Structured Suit Jacket In 100% Linen,19.99,Sweaters,Man,Spring,Cotton,China,Low,16871.559999999998
End-cap,No,Yes,782,Slim Knit Sweater With Buttons,88.95,Shoes,Woman,Winter,Wool Blend,Vietnam,Premium,69558.90000000001
End-cap,Yes,Yes,1601,Quilted Oversize Fit T-Shirt Charcoal,20.99,Jackets,Man,Summer,Linen Blend,Spain,Low,33604.99
End-cap,Yes,Yes,1671,Oversized Padded Denim Jacket Ecru,42.99,Shoes,Woman,Winter,Denim,Morocco,Medium,71836.29000000001
End-cap,No,No,755,Basic 100% Wool Sweater White,45.99,Sweaters,Woman,Autumn,Wool,India,Medium,34722.450000000004
Front of Store,Yes,No,1346,Tailored Pocket Denim Overshirt Black,43.99,Jackets,Woman,Autumn,Cotton,Morocco,Medium,59210.54
Aisle,Yes,Yes,1167,Knit Tuxedo Jacket White,59.99,Sweaters,Man,Winter,Wool,Morocco,High,70008.33
Front of Store,No,No,860,Overshirt With Contrasting Topstitching Ivory,48.99,Jackets,Man,Winter,Wool,China,Medium,42131.4
End-cap,No,No,877,Linen Pocket Denim Overshirt Ivory,59.0,Jackets,Woman,Spring,Linen,China,High,51743.0
End-cap,Yes,Yes,1362,Knit Purl Knit Sweater Black,57.99,Jackets,Woman,Autumn,Wool,China,High,78982.38
End-cap,No,Yes,779,High-Waist Alpaca And Wool Blend Tie Dye Knit Sweater White,79.99,Jackets,Woman,Autumn,Wool Blend,Morocco,Premium,62312.21
Front of Store,No,No,808,Ribbed Baggy Fit Jeans Limited Edition Burgundy,15.99,Jackets,Man,Autumn,Denim,China,Low,12919.92
